,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_count,param_dim_reduce,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
239,3.5517372131347655,0.16383789945603444,0.07179155349731445,0.0016968510171363963,GaussianNB(),"CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9578313253012049,0.9578313253012049,0.9214501510574018,0.9637462235649547,0.9516616314199395,0.9505041313289411,0.015021332336920736,83
106,18.67234377861023,0.18401606314472274,4.650313043594361,0.17036420393861884,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9578313253012049,0.9397590361445783,0.9486404833836858,0.9546827794561934,0.9486404833836858,0.9499108215338696,0.006193419523375647,84
124,20.951910781860352,0.9595121690388181,4.439452695846557,0.15762404497834737,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.963855421686747,0.9427710843373494,0.9335347432024169,0.9697885196374623,0.9395770392749244,0.94990536162778,0.014251410111261733,85
144,10.066601467132568,0.3598968401391596,2.055324983596802,0.08113713125291414,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9668674698795181,0.9457831325301205,0.9486404833836858,0.945619335347432,0.9425981873111783,0.9499017216903869,0.008695637499033314,86
166,18.691142892837526,0.16685637948756696,4.6598022937774655,0.16915575807221286,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9518072289156626,0.9457831325301205,0.9365558912386707,0.9546827794561934,0.9577039274924471,0.9493065919266188,0.007492222053058312,87
179,3.6567079544067385,0.22997655879998988,0.07156634330749512,0.002393380421815584,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.963855421686747,0.9367469879518072,0.9486404833836858,0.9667673716012085,0.9305135951661632,0.9493047719579224,0.014338140308323767,88
224,4.168899822235107,0.8019626638457285,0.07600440979003906,0.0020778893624265955,GaussianNB(),"CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9427710843373494,0.9608433734939759,0.9395770392749244,0.9607250755287009,0.9425981873111783,0.9493029519892258,0.00944307976450651,89
16,18.480828189849852,0.7650938018049145,4.693891620635986,0.27631697002390604,SVC(kernel='linear'),"CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9578313253012049,0.9487951807228916,0.945619335347432,0.9516616314199395,0.9425981873111783,0.9493011320205292,0.005235976242393133,90
134,4.395338153839111,0.8194016695593704,0.16839780807495117,0.005253620948166696,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9698795180722891,0.9367469879518072,0.9365558912386707,0.9577039274924471,0.945619335347432,0.9493011320205292,0.012866081508104619,90
176,0.31412696838378906,0.0062468238169803465,0.0518343448638916,0.001867820152582586,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9608433734939759,0.9367469879518072,0.945619335347432,0.9516616314199395,0.9486404833836858,0.948702362319368,0.007856224112542175,92
26,0.6628335952758789,0.010573993026866317,0.1504086971282959,0.005524977616703218,SVC(kernel='linear'),"CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9608433734939759,0.9427710843373494,0.9365558912386707,0.9546827794561934,0.9486404833836858,0.948698722381975,0.00855441549661394,93
161,0.34506711959838865,0.0024140482487664643,0.05279483795166016,0.0021453381512085614,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9608433734939759,0.9367469879518072,0.9395770392749244,0.9516616314199395,0.9516616314199395,0.9480981327121174,0.008823782968814892,94
104,4.206874132156372,0.8515427759217713,0.07661418914794922,0.002074496524321477,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9397590361445783,0.9427710843373494,0.9516616314199395,0.9546827794561934,0.9486404833836858,0.9475030029483493,0.005522631959620675,95
116,0.3227210998535156,0.006619502962729779,0.05196199417114258,0.0018715769688584045,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9518072289156626,0.9367469879518072,0.9425981873111783,0.9577039274924471,0.9486404833836858,0.9474993630109563,0.007261240848058956,96
151,18.664341592788695,0.17548792070289135,4.650269985198975,0.1665715284680172,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9518072289156626,0.9427710843373494,0.9365558912386707,0.9486404833836858,0.9577039274924471,0.9474957230735631,0.007295329026373951,97
46,19.034327936172485,0.4309227414022789,4.755634784698486,0.17040440434053136,SVC(kernel='linear'),"CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9548192771084337,0.9487951807228916,0.9395770392749244,0.9486404833836858,0.9425981873111783,0.9468860335602228,0.005319141155956954,98
36,8.206544399261475,0.11097261115740702,2.0379215717315673,0.08464410811372151,SVC(kernel='linear'),"CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9427710843373494,0.9457831325301205,0.9425981873111783,0.9486404833836858,0.9516616314199395,0.9462909037964546,0.0034827677260087157,99
6,8.160422039031982,0.14096676827489377,2.020525646209717,0.0764668185031475,SVC(kernel='linear'),"CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9397590361445783,0.9457831325301205,0.9425981873111783,0.9486404833836858,0.9516616314199395,0.9456884941579006,0.004221611879376327,100
41,0.3528902530670166,0.0071183729594007615,0.056526470184326175,0.00213303235796758,SVC(kernel='linear'),"CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9487951807228916,0.9397590361445783,0.9425981873111783,0.9546827794561934,0.9425981873111783,0.9456866741892039,0.005381581886848893,101
56,0.33359150886535643,0.012602971221839336,0.054583168029785155,0.0019245201378720073,SVC(kernel='linear'),"CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9518072289156626,0.9397590361445783,0.945619335347432,0.9516616314199395,0.9395770392749244,0.9456848542205073,0.005396857485625355,102
154,22.561282348632812,0.7231211556512009,4.688120174407959,0.1717634948019643,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9457831325301205,0.9367469879518072,0.9546827794561934,0.945619335347432,0.9425981873111783,0.9450860845193463,0.0058068399352321975,103
31,19.163311672210693,0.5564421416150466,4.7014483451843265,0.18001404051644831,SVC(kernel='linear'),"CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9518072289156626,0.9457831325301205,0.9365558912386707,0.9486404833836858,0.9425981873111783,0.9450769846758635,0.005239214160551428,104
21,8.251982879638671,0.08607628423644323,2.054724359512329,0.08297193099642304,SVC(kernel='linear'),"CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9397590361445783,0.9457831325301205,0.9425981873111783,0.9516616314199395,0.9425981873111783,0.944480034943399,0.004065560771963305,105
51,8.09178204536438,0.07767614635594651,2.0102853298187258,0.07675656180697943,SVC(kernel='linear'),"CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9457831325301205,0.9427710843373494,0.945619335347432,0.9486404833836858,0.9395770392749244,0.9444782149747024,0.003074581665625474,106
174,10.540636825561524,0.2993416307673196,2.0439820766448973,0.07298684678510808,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9548192771084337,0.9367469879518072,0.9425981873111783,0.9425981873111783,0.9335347432024169,0.942059476577003,0.007270303193302843,107
169,21.485147714614868,0.9118162127391799,4.72063512802124,0.22439552381170183,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9487951807228916,0.9307228915662651,0.945619335347432,0.945619335347432,0.9305135951661632,0.9402540676300367,0.007952897952340113,108
164,4.262263441085816,0.8130250676407192,0.07627320289611816,0.0021029553150068315,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9427710843373494,0.9427710843373494,0.9365558912386707,0.9486404833836858,0.9305135951661632,0.9402504276926436,0.006189603567244838,109
54,48.38245687484741,75.96770655091815,2.0318886280059814,0.056480281794678,SVC(kernel='linear'),"CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9487951807228916,0.9337349397590361,0.945619335347432,0.9365558912386707,0.9244712990936556,0.9378353292323371,0.008692025688581788,110
19,20.076257991790772,0.8532615325946812,4.468920564651489,0.1565575943843903,SVC(kernel='linear'),"CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9548192771084337,0.927710843373494,0.945619335347432,0.9335347432024169,0.9274924471299094,0.9378353292323371,0.01074263190237086,110
201,8.313643169403075,0.09622527337096538,2.0591636657714845,0.08126166390163965,GaussianNB(),"CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9427710843373494,0.9367469879518072,0.9335347432024169,0.9274924471299094,0.9425981873111783,0.9366286899865323,0.005769251967397916,112
231,8.240242910385131,0.0997001158127032,2.0566508293151857,0.09437529775773777,GaussianNB(),"CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9246987951807228,0.9487951807228916,0.9335347432024169,0.9395770392749244,0.9305135951661632,0.9354238707094238,0.00823100959001434,113
24,10.252464437484742,0.37460764135817154,2.073791980743408,0.08137493607871243,SVC(kernel='linear'),"CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9487951807228916,0.9397590361445783,0.9063444108761329,0.9425981873111783,0.9395770392749244,0.9354147708659412,0.014912543638308757,114
39,11.243099784851074,0.8140922614353018,2.085964250564575,0.100608335089141,SVC(kernel='linear'),"CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9518072289156626,0.9367469879518072,0.9365558912386707,0.9365558912386707,0.9154078549848943,0.9354147708659412,0.011604899635560427,114
186,8.288992786407471,0.11660268560596794,2.0463170051574706,0.08092719847676728,GaussianNB(),"CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9367469879518072,0.9397590361445783,0.9274924471299094,0.9335347432024169,0.9365558912386707,0.9348178211334766,0.004158499040730074,116
181,18.601800870895385,0.3582038275464117,4.616679573059082,0.19574200173616496,GaussianNB(),"CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9337349397590361,0.9548192771084337,0.9123867069486404,0.945619335347432,0.9214501510574018,0.9336020820441888,0.015442557830057636,117
211,18.7097909450531,0.21661830230574178,4.6508687973022464,0.17368707644196124,GaussianNB(),"CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9337349397590361,0.9367469879518072,0.9244712990936556,0.945619335347432,0.9244712990936556,0.9330087722491172,0.00799130494111364,118
226,18.593301391601564,0.16972280281321564,4.637704515457154,0.1692703389843158,GaussianNB(),"CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.927710843373494,0.9397590361445783,0.9214501510574018,0.9486404833836858,0.9214501510574018,0.9318021330033123,0.010750888915654242,119
196,17.91521873474121,0.21368213024525926,4.566622161865235,0.2183868882723254,GaussianNB(),"CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9216867469879518,0.9427710843373494,0.918429003021148,0.9365558912386707,0.9305135951661632,0.9299912641502566,0.009048114170712593,120
49,21.32017583847046,0.7592470783913767,4.706290578842163,0.16887211690110762,SVC(kernel='linear'),"CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9397590361445783,0.9427710843373494,0.9335347432024169,0.9395770392749244,0.8942598187311178,0.9299803443380773,0.018110284911125405,121
216,8.139162397384643,0.060657348839687354,2.012802839279175,0.07260712143431922,GaussianNB(),"CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9216867469879518,0.9367469879518072,0.9244712990936556,0.9274924471299094,0.9365558912386707,0.929390674480399,0.006206604533259171,122
59,3.6478878021240235,0.18365824233199188,0.07956652641296387,0.0017961027231873843,SVC(kernel='linear'),"CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9518072289156626,0.9397590361445783,0.918429003021148,0.9365558912386707,0.9003021148036254,0.9293706548247369,0.018042426160902462,123
191,0.6947156906127929,0.01400535617743657,0.14582371711730957,0.005159361803131465,GaussianNB(),"CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9246987951807228,0.9307228915662651,0.9274924471299094,0.9365558912386707,0.9214501510574018,0.928184035234594,0.005186601061916165,124
73,0.6419349670410156,0.02127187123156152,0.14928317070007324,0.005499972048244419,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","NMF(init='random', n_components=5, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=5, random_state=42)}",0.9427710843373494,0.9216867469879518,0.9123867069486404,0.9425981873111783,0.9214501510574018,0.9281785753285042,0.012309875419403761,125
9,10.513604879379272,0.5815370016173389,2.051049900054932,0.08778277455868483,SVC(kernel='linear'),"CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9307228915662651,0.9337349397590361,0.9033232628398792,0.9335347432024169,0.9395770392749244,0.9281785753285042,0.01275732577259975,125
34,23.154775762557982,0.6176017481321645,4.750748109817505,0.1856058695241942,SVC(kernel='linear'),"CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9246987951807228,0.9066265060240963,0.945619335347432,0.918429003021148,0.9395770392749244,0.9269901357696646,0.014132925166474627,127
